d_estado;D_mnpio;pob_total
Sonora;Etchojoa;61309
Sonora;Fronteras;9041
Sonora;Granados;1009
Sonora;Guaymas;156863
Sonora;Hermosillo;936263
Sonora;Huachinera;1186
Sonora;Huásabas;888
Sonora;Huatabampo;77682
Sonora;Huépac;943
Sonora;Imuris;12536
Sonora;Magdalena;33049
Sonora;Mazatán;1101
Sonora;Moctezuma;5173
Sonora;Naco;5774
Sonora;Nácori Chico;1531
Sonora;Nacozari de García;14369
Sonora;Navojoa;164387
Sonora;Nogales;264782
Sonora;Ónavas;365
Sonora;Opodepe;2438
Sonora;Oquitoa;496
Sonora;Pitiquito;9122
Sonora;Puerto Peñasco;62689
Sonora;Quiriego;3090
Sonora;Rayón;1496
Sonora;Rosario;4830
Sonora;Sahuaripa;5257
Sonora;San Felipe de Jesús;369
Sonora;San Javier;537
Sonora;San Luis Río Colorado;199021
Sonora;San Miguel de Horcasitas;10729
Sonora;San Pedro de la Cueva;1458
Sonora;Santa Ana;16203
Sonora;Santa Cruz;1835
Sonora;Sáric;2058
Sonora;Soyopa;1368
Sonora;Suaqui Grande;1114
Sonora;Tepache;1178
Sonora;Trincheras;1381
Sonora;Tubutama;1473
Sonora;Ures;8548
Sonora;Villa Hidalgo;1429
Sonora;Villa Pesqueira;1043
Sonora;Yécora;4793
Sonora;General Plutarco Elías Calles;13627
Sonora;Benito Juárez;21692
Sonora;San Ignacio Río Muerto;14279
Tabasco;Balancán;58524
Tabasco;Cárdenas;243229
Tabasco;Centla;107731
Tabasco;Centro;683607
Tabasco;Comalcalco;214877
Tabasco;Cunduacán;137257
Tabasco;Emiliano Zapata;32181
Tabasco;Huimanguillo;190885
Tabasco;Jalapa;37749
Tabasco;Jalpa de Méndez;91185
Tabasco;Jonuta;30798
Tabasco;Macuspana;158601
Tabasco;Nacajuca;150300
Tabasco;Paraíso;96741
Tabasco;Tacotalpa;47905
Tabasco;Teapa;58718
Tabasco;Tenosique;62310
Tamaulipas;Abasolo;9822
Tamaulipas;Aldama;28725
Tamaulipas;Altamira;269790
Tamaulipas;Antiguo Morelos;8850
Tamaulipas;Burgos;4256
Tamaulipas;Bustamante;7542
Tamaulipas;Camargo;16546
Tamaulipas;Casas;4143
Tamaulipas;Ciudad Madero;205933
Tamaulipas;Cruillas;1671
Tamaulipas;Gómez Farías;8288
Tamaulipas;González;41470
Tamaulipas;Güémez;15032
Tamaulipas;Guerrero;3803
Tamaulipas;Gustavo Díaz Ordaz;15677
Tamaulipas;Hidalgo;17012
Tamaulipas;Jaumave;15994
Tamaulipas;Jiménez;6375
Tamaulipas;Llera;14645
Tamaulipas;Mainero;2048
Tamaulipas;El Mante;106144
Tamaulipas;Matamoros;541979
Tamaulipas;Méndez;4280
Tamaulipas;Mier;6385
Tamaulipas;Miguel Alemán;26237
Tamaulipas;Miquihuana;3704
Tamaulipas;Nuevo Laredo;425058
Tamaulipas;Nuevo Morelos;3810
Tamaulipas;Ocampo;13190
Tamaulipas;Padilla;13618
Tamaulipas;Palmillas;1917
Tamaulipas;Reynosa;704767
Tamaulipas;Río Bravo;132484
Tamaulipas;San Carlos;7411
Tamaulipas;San Fernando;51405
Tamaulipas;San Nicolás;926
Tamaulipas;Soto la Marina;23673
Tamaulipas;Tampico;297562
Tamaulipas;Tula;28230
Tamaulipas;Valle Hermoso;60055
Tamaulipas;Victoria;349688
Tamaulipas;Villagrán;5361
Tamaulipas;Xicoténcatl;22229
Tlaxcala;Amaxac de Guerrero;11403
Tlaxcala;Apetatitlán de Antonio Carvajal;16003
Tlaxcala;Atlangatepec;7087
Tlaxcala;Atltzayanca;18111
Tlaxcala;Apizaco;80725
Tlaxcala;Calpulalpan;51172
Tlaxcala;El Carmen Tequexquitla;17332
Tlaxcala;Cuapiaxtla;16222
Tlaxcala;Cuaxomulco;5928
Tlaxcala;Chiautempan;73215
Tlaxcala;Muñoz de Domingo Arenas;4755
Tlaxcala;Españita;9416
Tlaxcala;Huamantla;98764
Tlaxcala;Hueyotlipan;15190
Tlaxcala;Ixtacuixtla de Mariano Matamoros;38970
Tlaxcala;Ixtenco;7504
Tlaxcala;Mazatecochco de José María Morelos;11592
Tlaxcala;Contla de Juan Cuamatzi;38579
Tlaxcala;Tepetitla de Lardizábal;22274
Tlaxcala;Sanctórum de Lázaro Cárdenas;9432
Tlaxcala;Nanacamilpa de Mariano Arista;18686
Tlaxcala;Acuamanala de Miguel Hidalgo;6432
Tlaxcala;Natívitas;26309
Tlaxcala;Panotla;28357
Tlaxcala;San Pablo del Monte;82688
Tlaxcala;Santa Cruz Tlaxcala;24116
Tlaxcala;Tenancingo;12974
Tlaxcala;Teolocholco;25257
Tlaxcala;Tepeyanco;13328
Tlaxcala;Terrenate;15475
Tlaxcala;Tetla de la Solidaridad;35284
Tlaxcala;Tetlatlahuca;13561
Tlaxcala;Tlaxcala;99896
Tlaxcala;Tlaxco;45438
Tlaxcala;Tocatlán;6294
Tlaxcala;Totolac;22529
Tlaxcala;Ziltlaltépec de Trinidad Sánchez Santos;9207
Tlaxcala;Tzompantepec;18006
Tlaxcala;Xaloztoc;25607
Tlaxcala;Xaltocan;10601
Tlaxcala;Papalotla de Xicohténcatl;33499
Tlaxcala;Xicohtzinco;14197
Tlaxcala;Yauhquemehcan;42242
Tlaxcala;Zacatelco;45717
Tlaxcala;Benito Juárez;6211
Tlaxcala;Emiliano Zapata;4951
Tlaxcala;Lázaro Cárdenas;3534
Tlaxcala;La Magdalena Tlaltelulco;19036
Tlaxcala;San Damián Texóloc;5884
Tlaxcala;San Francisco Tetlanohcan;11761
Tlaxcala;San Jerónimo Zacualpan;4092
Tlaxcala;San José Teacalco;6436
Tlaxcala;San Juan Huactzinco;7688
Tlaxcala;San Lorenzo Axocomanitla;5689
Tlaxcala;San Lucas Tecopilco;3077
Tlaxcala;Santa Ana Nopalucan;7952
Tlaxcala;Santa Apolonia Teacalco;4636
Tlaxcala;Santa Catarina Ayometla;9463
Tlaxcala;Santa Cruz Quilehtla;7750
Tlaxcala;Santa Isabel Xiloxoxtla;5443
Veracruz de Ignacio de la Llave;Acajete;9701
Veracruz de Ignacio de la Llave;Acatlán;3441
Veracruz de Ignacio de la Llave;Acayucan;80815
Veracruz de Ignacio de la Llave;Actopan;41742
Veracruz de Ignacio de la Llave;Acula;5253
Veracruz de Ignacio de la Llave;Acultzingo;23100
Veracruz de Ignacio de la Llave;Camarón de Tejeda;6538
Veracruz de Ignacio de la Llave;Alpatláhuac;10338
Veracruz de Ignacio de la Llave;Alto Lucero de Gutiérrez Barrios;28184
Veracruz de Ignacio de la Llave;Altotonga;64234
Veracruz de Ignacio de la Llave;Alvarado;57035
Veracruz de Ignacio de la Llave;Amatitlán;7866
Veracruz de Ignacio de la Llave;Naranjos Amatlán;26843
Veracruz de Ignacio de la Llave;Amatlán de los Reyes;46955
Veracruz de Ignacio de la Llave;Angel R. Cabada;33839
Veracruz de Ignacio de la Llave;La Antigua;28682
Veracruz de Ignacio de la Llave;Apazapan;4709
Veracruz de Ignacio de la Llave;Aquila;1978
Veracruz de Ignacio de la Llave;Astacinga;6909
Veracruz de Ignacio de la Llave;Atlahuilco;11577
Veracruz de Ignacio de la Llave;Atoyac;23461
Veracruz de Ignacio de la Llave;Atzacan;22651
Veracruz de Ignacio de la Llave;Atzalan;49180
Veracruz de Ignacio de la Llave;Tlaltetela;16485
Veracruz de Ignacio de la Llave;Ayahualulco;27217
Veracruz de Ignacio de la Llave;Banderilla;25993
Veracruz de Ignacio de la Llave;Benito Juárez;16120
Veracruz de Ignacio de la Llave;Boca del Río;144550
Veracruz de Ignacio de la Llave;Calcahualco;13701
Veracruz de Ignacio de la Llave;Camerino Z. Mendoza;41835
Veracruz de Ignacio de la Llave;Carrillo Puerto;18888
Veracruz de Ignacio de la Llave;Catemaco;49451
Veracruz de Ignacio de la Llave;Cazones de Herrera;24421
Veracruz de Ignacio de la Llave;Cerro Azul;25011
Veracruz de Ignacio de la Llave;Citlaltépetl;11165
Veracruz de Ignacio de la Llave;Coacoatzintla;11018
Veracruz de Ignacio de la Llave;Coahuitlán;8176
Veracruz de Ignacio de la Llave;Coatepec;93911
Veracruz de Ignacio de la Llave;Coatzacoalcos;310698
Veracruz de Ignacio de la Llave;Coatzintla;55016
Veracruz de Ignacio de la Llave;Coetzala;2355
Veracruz de Ignacio de la Llave;Colipa;5743
Veracruz de Ignacio de la Llave;Comapa;19876
Veracruz de Ignacio de la Llave;Córdoba;204721
Veracruz de Ignacio de la Llave;Cosamaloapan de Carpio;54737
Veracruz de Ignacio de la Llave;Cosautlán de Carvajal;16167
Veracruz de Ignacio de la Llave;Coscomatepec;59471
Veracruz de Ignacio de la Llave;Cosoleacaque;130903
Veracruz de Ignacio de la Llave;Cotaxtla;22050
Veracruz de Ignacio de la Llave;Coxquihui;16333
Veracruz de Ignacio de la Llave;Coyutla;23096
Veracruz de Ignacio de la Llave;Cuichapa;11869
Veracruz de Ignacio de la Llave;Cuitláhuac;28075
Veracruz de Ignacio de la Llave;Chacaltianguis;11461
Veracruz de Ignacio de la Llave;Chalma;13527
Veracruz de Ignacio de la Llave;Chiconamel;6610
Veracruz de Ignacio de la Llave;Chiconquiaco;13881
Veracruz de Ignacio de la Llave;Chicontepec;53858
Veracruz de Ignacio de la Llave;Chinameca;22638
Veracruz de Ignacio de la Llave;Chinampa de Gorostiza;16283
Veracruz de Ignacio de la Llave;Las Choapas;81080
Veracruz de Ignacio de la Llave;Chocamán;20839
Veracruz de Ignacio de la Llave;Chontla;13359
Veracruz de Ignacio de la Llave;Chumatlán;4008
Veracruz de Ignacio de la Llave;Emiliano Zapata;85489
Veracruz de Ignacio de la Llave;Espinal;26830
Veracruz de Ignacio de la Llave;Filomeno Mata;19179
Veracruz de Ignacio de la Llave;Fortín;66372
Veracruz de Ignacio de la Llave;Gutiérrez Zamora;24085
Veracruz de Ignacio de la Llave;Hidalgotitlán;18275
Veracruz de Ignacio de la Llave;Huatusco;59920
Veracruz de Ignacio de la Llave;Huayacocotla;21796
Veracruz de Ignacio de la Llave;Hueyapan de Ocampo;41670
Veracruz de Ignacio de la Llave;Huiloapan de Cuauhtémoc;7293
Veracruz de Ignacio de la Llave;Ignacio de la Llave;16525
Veracruz de Ignacio de la Llave;Ilamatlán;13377
Veracruz de Ignacio de la Llave;Isla;42807
Veracruz de Ignacio de la Llave;Ixcatepec;12379
Veracruz de Ignacio de la Llave;Ixhuacán de los Reyes;11387
Veracruz de Ignacio de la Llave;Ixhuatlán del Café;23132
Veracruz de Ignacio de la Llave;Ixhuatlancillo;27295
Veracruz de Ignacio de la Llave;Ixhuatlán del Sureste;15831
Veracruz de Ignacio de la Llave;Ixhuatlán de Madero;50836
Veracruz de Ignacio de la Llave;Ixmatlahuacan;5574
Veracruz de Ignacio de la Llave;Ixtaczoquitlán;74004
Veracruz de Ignacio de la Llave;Jalacingo;46794
Veracruz de Ignacio de la Llave;Xalapa;488531
Veracruz de Ignacio de la Llave;Jalcomulco;5054
Veracruz de Ignacio de la Llave;Jáltipan;38669
Veracruz de Ignacio de la Llave;Jamapa;11132
Veracruz de Ignacio de la Llave;Jesús Carranza;28524
Veracruz de Ignacio de la Llave;Xico;39623
Veracruz de Ignacio de la Llave;Jilotepec;16585
Veracruz de Ignacio de la Llave;Juan Rodríguez Clara;38367
Veracruz de Ignacio de la Llave;Juchique de Ferrer;15059
Veracruz de Ignacio de la Llave;Landero y Coss;1543
Veracruz de Ignacio de la Llave;Lerdo de Tejada;19123
Veracruz de Ignacio de la Llave;Magdalena;3299
Veracruz de Ignacio de la Llave;Maltrata;18327
Veracruz de Ignacio de la Llave;Manlio Fabio Altamirano;23918
Veracruz de Ignacio de la Llave;Mariano Escobedo;38670
Veracruz de Ignacio de la Llave;Martínez de la Torre;108842
Veracruz de Ignacio de la Llave;Mecatlán;12799
Veracruz de Ignacio de la Llave;Mecayapan;17134
Veracruz de Ignacio de la Llave;Medellín de Bravo;95202
Veracruz de Ignacio de la Llave;Miahuatlán;4841
Veracruz de Ignacio de la Llave;Las Minas;2934
Veracruz de Ignacio de la Llave;Minatitlán;144776
Veracruz de Ignacio de la Llave;Misantla;65761
Veracruz de Ignacio de la Llave;Mixtla de Altamirano;12125
Veracruz de Ignacio de la Llave;Moloacán;16493
Veracruz de Ignacio de la Llave;Naolinco;22835
Veracruz de Ignacio de la Llave;Naranjal;4614
Veracruz de Ignacio de la Llave;Nautla;10130
Veracruz de Ignacio de la Llave;Nogales;37314
Veracruz de Ignacio de la Llave;Oluta;17027
Veracruz de Ignacio de la Llave;Omealca;23773
Veracruz de Ignacio de la Llave;Orizaba;123182
Veracruz de Ignacio de la Llave;Otatitlán;5651
Veracruz de Ignacio de la Llave;Oteapan;10343
Veracruz de Ignacio de la Llave;Ozuluama de Mascareñas;22756
Veracruz de Ignacio de la Llave;Pajapan;18051
Veracruz de Ignacio de la Llave;Pánuco;96185
Veracruz de Ignacio de la Llave;Papantla;159910
Veracruz de Ignacio de la Llave;Paso del Macho;31894
Veracruz de Ignacio de la Llave;Paso de Ovejas;33442
Veracruz de Ignacio de la Llave;La Perla;28258
Veracruz de Ignacio de la Llave;Perote;77432
Veracruz de Ignacio de la Llave;Platón Sánchez;18053
Veracruz de Ignacio de la Llave;Playa Vicente;39327
Veracruz de Ignacio de la Llave;Poza Rica de Hidalgo;189457
Veracruz de Ignacio de la Llave;Las Vigas de Ramírez;20300
Veracruz de Ignacio de la Llave;Pueblo Viejo;57909
Veracruz de Ignacio de la Llave;Puente Nacional;23544
Veracruz de Ignacio de la Llave;Rafael Delgado;24127
Veracruz de Ignacio de la Llave;Rafael Lucio;8343
Veracruz de Ignacio de la Llave;Los Reyes;6308
Veracruz de Ignacio de la Llave;Río Blanco;41795
Veracruz de Ignacio de la Llave;Saltabarranca;6126
Veracruz de Ignacio de la Llave;San Andrés Tenejapan;3134
Veracruz de Ignacio de la Llave;San Andrés Tuxtla;162428
Veracruz de Ignacio de la Llave;San Juan Evangelista;32631
Veracruz de Ignacio de la Llave;Santiago Tuxtla;57085
Veracruz de Ignacio de la Llave;Sayula de Alemán;32400
Veracruz de Ignacio de la Llave;Soconusco;16574
Veracruz de Ignacio de la Llave;Sochiapa;3925
Veracruz de Ignacio de la Llave;Soledad Atzompa;24578
Veracruz de Ignacio de la Llave;Soledad de Doblado;28130
Veracruz de Ignacio de la Llave;Soteapan;34385
Veracruz de Ignacio de la Llave;Tamalín;11631
Veracruz de Ignacio de la Llave;Tamiahua;21902
Veracruz de Ignacio de la Llave;Tampico Alto;11561
Veracruz de Ignacio de la Llave;Tancoco;5795
Veracruz de Ignacio de la Llave;Tantima;11991
Veracruz de Ignacio de la Llave;Tantoyuca;99959
Veracruz de Ignacio de la Llave;Tatatila;6041
Veracruz de Ignacio de la Llave;Castillo de Teayo;20145
Veracruz de Ignacio de la Llave;Tecolutla;24551
Veracruz de Ignacio de la Llave;Tehuipango;29686
Veracruz de Ignacio de la Llave;Álamo Temapache;107270
Veracruz de Ignacio de la Llave;Tempoal;34408
Veracruz de Ignacio de la Llave;Tenampa;6448
Veracruz de Ignacio de la Llave;Tenochtitlán;5040
Veracruz de Ignacio de la Llave;Teocelo;16957
Veracruz de Ignacio de la Llave;Tepatlaxco;8925
Veracruz de Ignacio de la Llave;Tepetlán;9405
Veracruz de Ignacio de la Llave;Tepetzintla;14619
Veracruz de Ignacio de la Llave;Tequila;16343
Veracruz de Ignacio de la Llave;José Azueta;22709
Veracruz de Ignacio de la Llave;Texcatepec;10824
Veracruz de Ignacio de la Llave;Texhuacán;5575
Veracruz de Ignacio de la Llave;Texistepec;19925
Veracruz de Ignacio de la Llave;Tezonapa;54537
Veracruz de Ignacio de la Llave;Tierra Blanca;95602
Veracruz de Ignacio de la Llave;Tihuatlán;92726
Veracruz de Ignacio de la Llave;Tlacojalpan;4489
Veracruz de Ignacio de la Llave;Tlacolulan;11685
Veracruz de Ignacio de la Llave;Tlacotalpan;12898
Veracruz de Ignacio de la Llave;Tlacotepec de Mejía;4284
Veracruz de Ignacio de la Llave;Tlachichilco;10900
Veracruz de Ignacio de la Llave;Tlalixcoyan;37795
Veracruz de Ignacio de la Llave;Tlalnelhuayocan;19664
Veracruz de Ignacio de la Llave;Tlapacoyan;61377
Veracruz de Ignacio de la Llave;Tlaquilpa;7933
Veracruz de Ignacio de la Llave;Tlilapan;5548
Veracruz de Ignacio de la Llave;Tomatlán;7197
Veracruz de Ignacio de la Llave;Tonayán;6105
Veracruz de Ignacio de la Llave;Totutla;17217
Veracruz de Ignacio de la Llave;Tuxpan;154600
Veracruz de Ignacio de la Llave;Tuxtilla;2258
Veracruz de Ignacio de la Llave;Ursulo Galván;30097
Veracruz de Ignacio de la Llave;Vega de Alatorre;20204
Veracruz de Ignacio de la Llave;Veracruz;607209
Veracruz de Ignacio de la Llave;Villa Aldama;12492
Veracruz de Ignacio de la Llave;Xoxocotla;5900
Veracruz de Ignacio de la Llave;Yanga;17902
Veracruz de Ignacio de la Llave;Yecuatla;11205
Veracruz de Ignacio de la Llave;Zacualpan;6788
Veracruz de Ignacio de la Llave;Zaragoza;11899
Veracruz de Ignacio de la Llave;Zentla;12581
Veracruz de Ignacio de la Llave;Zongolica;45028
Veracruz de Ignacio de la Llave;Zontecomatlán de López y Fuentes;14644
Veracruz de Ignacio de la Llave;Zozocolco de Hidalgo;14524
Veracruz de Ignacio de la Llave;Agua Dulce;44104
Veracruz de Ignacio de la Llave;El Higo;19402
Veracruz de Ignacio de la Llave;Nanchital de Lázaro Cárdenas del Río;29209
Veracruz de Ignacio de la Llave;Tres Valles;44978
Veracruz de Ignacio de la Llave;Carlos A. Carrillo;23376
Veracruz de Ignacio de la Llave;Tatahuicapan de Juárez;15044
Veracruz de Ignacio de la Llave;Uxpanapa;30891
Veracruz de Ignacio de la Llave;San Rafael;30351
Veracruz de Ignacio de la Llave;Santiago Sochiapan;13062
Yucatán;Abalá;6550
Yucatán;Acanceh;16772
Yucatán;Akil;12285
Yucatán;Baca;6195
Yucatán;Bokobá;2167
Yucatán;Buctzotz;9159
Yucatán;Cacalchén;7490
Yucatán;Calotmul;3949
Yucatán;Cansahcab;4466
Yucatán;Cantamayec;2755
Yucatán;Celestún;8389
Yucatán;Cenotillo;3736
Yucatán;Conkal;16671
Yucatán;Cuncunul;1714
Yucatán;Cuzamá;5560
Yucatán;Chacsinkín;3104
Yucatán;Chankom;4686
Yucatán;Chapab;3385
Yucatán;Chemax;38934
Yucatán;Chicxulub Pueblo;4497
Yucatán;Chichimilá;9406
Yucatán;Chikindzonot;4363
Yucatán;Chocholá;4863
Yucatán;Chumayel;3244
Yucatán;Dzán;6003
Yucatán;Dzemul;3622
Yucatán;Dzidzantún;8345
Yucatán;Dzilam de Bravo;2936
Yucatán;Dzilam González;6240
Yucatán;Dzitás;4015
Yucatán;Dzoncauich;2818
Yucatán;Espita;16779
Yucatán;Halachó;21255
Yucatán;Hocabá;6514
Yucatán;Hoctún;6384
Yucatán;Homún;8090
Yucatán;Huhí;5250
Yucatán;Hunucmá;35137
Yucatán;Ixil;4186
Yucatán;Izamal;28555
Yucatán;Kanasín;141939
Yucatán;Kantunil;5553
Yucatán;Kaua;3405
Yucatán;Kinchil;7530
Yucatán;Kopomá;2677
Yucatán;Mama;3296
Yucatán;Maní;5968
Yucatán;Maxcanú;23991
Yucatán;Mayapán;3965
Yucatán;Mérida;995129
Yucatán;Mocochá;3430
Yucatán;Motul;37804
Yucatán;Muna;13494
Yucatán;Muxupip;2990
Yucatán;Opichén;7080
Yucatán;Oxkutzcab;33854
Yucatán;Panabá;7766
Yucatán;Peto;25954
Yucatán;Progreso;66008
Yucatán;Quintana Roo;976
Yucatán;Río Lagartos;3974
Yucatán;Sacalum;4962
Yucatán;Samahil;5631
Yucatán;Sanahcat;1701
Yucatán;San Felipe;2118
Yucatán;Santa Elena;4220
Yucatán;Seyé;10053
Yucatán;Sinanché;3206
Yucatán;Sotuta;8967
Yucatán;Sucilá;3971
Yucatán;Sudzal;1949
Yucatán;Suma;1857
Yucatán;Tahdziú;5854
Yucatán;Tahmek;3774
Yucatán;Teabo;6921
Yucatán;Tecoh;17939
Yucatán;Tekal de Venegas;2683
Yucatán;Tekantó;3747
Yucatán;Tekax;45062
Yucatán;Tekit;11020
Yucatán;Tekom;3355
Yucatán;Telchac Pueblo;3512
Yucatán;Telchac Puerto;1915
Yucatán;Temax;7037
Yucatán;Temozón;16680
Yucatán;Tepakán;2133
Yucatán;Tetiz;5464
Yucatán;Teya;1917
Yucatán;Ticul;40495
Yucatán;Timucuy;7503
Yucatán;Tinum;12700
Yucatán;Tixcacalcupul;7888
Yucatán;Tixkokob;18420
Yucatán;Tixmehuac;5444
Yucatán;Tixpéhual;5690
Yucatán;Tizimín;80672
Yucatán;Tunkás;3684
Yucatán;Tzucacab;15346
Yucatán;Uayma;4191
Yucatán;Ucú;4049
Yucatán;Umán;69147
Yucatán;Valladolid;85460
Yucatán;Xocchel;3451
Yucatán;Yaxcabá;16350
Yucatán;Yaxkukul;3293
Yucatán;Yobaín;2215
Zacatecas;Apozol;6260
Zacatecas;Apulco;4942
Zacatecas;Atolinga;2277
Zacatecas;Benito Juárez;4493
Zacatecas;Calera;45759
Zacatecas;Cañitas de Felipe Pescador;8255
Zacatecas;Concepción del Oro;12115
Zacatecas;Cuauhtémoc;13466
Zacatecas;Chalchihuites;10086
Zacatecas;Fresnillo;240532
Zacatecas;Trinidad García de la Cadena;3362
Zacatecas;Genaro Codina;8168
Zacatecas;General Enrique Estrada;6644
Zacatecas;General Francisco R. Murguía;20191
Zacatecas;El Plateado de Joaquín Amaro;1579
Zacatecas;General Pánfilo Natera;23526
Zacatecas;Guadalupe;211740
Zacatecas;Huanusco;4547
Zacatecas;Jalpa;25296
Zacatecas;Jerez;59910
Zacatecas;Jiménez del Teul;4465
Zacatecas;Juan Aldama;19749
Zacatecas;Juchipila;12251
Zacatecas;Loreto;53709
Zacatecas;Luis Moya;13184
Zacatecas;Mazapil;17774
Zacatecas;Melchor Ocampo;2736
Zacatecas;Mezquital del Oro;2451
Zacatecas;Miguel Auza;23713
Zacatecas;Momax;2446
Zacatecas;Monte Escobedo;8683
Zacatecas;Morelos;13207
Zacatecas;Moyahua de Estrada;4530
Zacatecas;Nochistlán de Mejía;27945
Zacatecas;Noria de Ángeles;16284
Zacatecas;Ojocaliente;44144
Zacatecas;Pánuco;17577
Zacatecas;Pinos;72241
Zacatecas;Río Grande;64535
Zacatecas;Sain Alto;21844
Zacatecas;El Salvador;2509
Zacatecas;Sombrerete;63665
Zacatecas;Susticacán;1365
Zacatecas;Tabasco;16588
Zacatecas;Tepechitlán;8321
Zacatecas;Tepetongo;6490
Zacatecas;Teúl de González Ortega;5356
Zacatecas;Tlaltenango de Sánchez Román;27302
Zacatecas;Valparaíso;32461
Zacatecas;Vetagrande;10276
Zacatecas;Villa de Cos;34623
Zacatecas;Villa García;19525
Zacatecas;Villa González Ortega;13208
Zacatecas;Villa Hidalgo;19446
Zacatecas;Villanueva;31558
Zacatecas;Zacatecas;149607
Zacatecas;Trancoso;20455
Zacatecas;Santa María de la Paz;2767
